"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 17:28:44 GMT 2025","Mon Oct 27 17:28:44 GMT 2025","238","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_without_access_to_account",""
"passed","Mon Oct 27 17:28:40 GMT 2025","Mon Oct 27 17:28:41 GMT 2025","319","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_money_to_another_user[0.780904482855999]",""
"skipped","Mon Oct 27 17:28:43 GMT 2025","Mon Oct 27 17:28:43 GMT 2025","0","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_money_beyond_limit",""
"passed","Mon Oct 27 17:28:36 GMT 2025","Mon Oct 27 17:28:36 GMT 2025","88","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[-Jk%oNiK652-USER-username-Username must be between 3 and 15 characters]",""
"passed","Mon Oct 27 17:28:53 GMT 2025","Mon Oct 27 17:28:53 GMT 2025","426","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_no_account[chromium]",""
"passed","Mon Oct 27 17:28:41 GMT 2025","Mon Oct 27 17:28:42 GMT 2025","402","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_money_to_another_user[10000.0]",""
"passed","Mon Oct 27 17:28:37 GMT 2025","Mon Oct 27 17:28:37 GMT 2025","175","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money[1e-06]",""
"passed","Mon Oct 27 17:28:36 GMT 2025","Mon Oct 27 17:28:36 GMT 2025","84","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[ab-i1g!n3JIW2-USER-username-Username must be between 3 and 15 characters]",""
"passed","Mon Oct 27 17:28:39 GMT 2025","Mon Oct 27 17:28:39 GMT 2025","160","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_invalid_amount[0]",""
"passed","Mon Oct 27 17:29:03 GMT 2025","Mon Oct 27 17:29:03 GMT 2025","599","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium-5001-Please deposit less or equal to 5000]",""
"passed","Mon Oct 27 17:28:35 GMT 2025","Mon Oct 27 17:28:35 GMT 2025","81","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Jones Scott Linda]",""
"passed","Mon Oct 27 17:28:36 GMT 2025","Mon Oct 27 17:28:36 GMT 2025","80","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[@ababab-AMv49n+U1k-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Mon Oct 27 17:28:48 GMT 2025","Mon Oct 27 17:28:49 GMT 2025","479","src.main.ui.tests","create_account_ui_test","TestCreateAccount","","","test_user_can_create_account[chromium]",""
"passed","Mon Oct 27 17:28:47 GMT 2025","Mon Oct 27 17:28:48 GMT 2025","649","src.main.ui.tests","change_name_ui_test","TestChangeName","","","test_user_can_not_change_name_to_invalid[chromium]",""
"passed","Mon Oct 27 17:28:38 GMT 2025","Mon Oct 27 17:28:38 GMT 2025","83","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money_to_non_existent_account",""
