"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 16:46:45 GMT 2025","Mon Oct 27 16:46:46 GMT 2025","617","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium-5001-Please deposit less or equal to 5000]",""
"passed","Mon Oct 27 16:46:33 GMT 2025","Mon Oct 27 16:46:33 GMT 2025","477","src.main.ui.tests","create_user_ui_test","TestCreateUser","","","test_admin_can_not_create_user_with_invalid_data[chromium]",""
"passed","Mon Oct 27 16:46:40 GMT 2025","Mon Oct 27 16:46:41 GMT 2025","846","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_not_transfer_money_with_invalid_form[chromium-args0-Please fill all fields and confirm-False]",""
"passed","Mon Oct 27 16:46:28 GMT 2025","Mon Oct 27 16:46:28 GMT 2025","156","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_without_access_to_account",""
"passed","Mon Oct 27 16:46:21 GMT 2025","Mon Oct 27 16:46:21 GMT 2025","160","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money[5000.0]",""
"passed","Mon Oct 27 16:46:26 GMT 2025","Mon Oct 27 16:46:26 GMT 2025","398","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_money_to_another_user[10000.0]",""
"passed","Mon Oct 27 16:46:17 GMT 2025","Mon Oct 27 16:46:18 GMT 2025","182","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name",""
"passed","Mon Oct 27 16:46:49 GMT 2025","Mon Oct 27 16:46:50 GMT 2025","987","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_not_transfer_money_with_invalid_form[chromium-args3-Please fill all fields and confirm-False]",""
"passed","Mon Oct 27 16:46:23 GMT 2025","Mon Oct 27 16:46:24 GMT 2025","175","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_invalid_amount[-1]",""
"passed","Mon Oct 27 16:46:18 GMT 2025","Mon Oct 27 16:46:18 GMT 2025","80","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Rodriguez]",""
"passed","Mon Oct 27 16:46:27 GMT 2025","Mon Oct 27 16:46:28 GMT 2025","314","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_to_own_account",""
"passed","Mon Oct 27 16:46:30 GMT 2025","Mon Oct 27 16:46:31 GMT 2025","658","src.main.ui.tests","change_name_ui_test","TestChangeName","","","test_user_can_not_change_name_to_invalid[chromium]",""
"skipped","Mon Oct 27 16:46:24 GMT 2025","Mon Oct 27 16:46:24 GMT 2025","0","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_beyond_limit",""
"passed","Mon Oct 27 16:46:24 GMT 2025","Mon Oct 27 16:46:24 GMT 2025","78","src.main.api.tests","login_user_test","TestLoginUser","","","test_login_admin_user",""
"passed","Mon Oct 27 16:46:20 GMT 2025","Mon Oct 27 16:46:20 GMT 2025","83","src.main.api.tests","create_account_test","TestCreateAccount","","","test_create_account",""
"passed","Mon Oct 27 16:46:36 GMT 2025","Mon Oct 27 16:46:36 GMT 2025","421","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_no_account[chromium]",""
"passed","Mon Oct 27 16:46:41 GMT 2025","Mon Oct 27 16:46:42 GMT 2025","789","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_money_page[chromium-100.01]",""
"passed","Mon Oct 27 16:46:24 GMT 2025","Mon Oct 27 16:46:24 GMT 2025","82","src.main.api.tests","login_user_test","TestLoginUser","","","test_login_user",""
"skipped","Mon Oct 27 16:46:27 GMT 2025","Mon Oct 27 16:46:27 GMT 2025","0","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_money_beyond_limit",""
"passed","Mon Oct 27 16:46:38 GMT 2025","Mon Oct 27 16:46:39 GMT 2025","1190","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_transfer_money[chromium]",""
"passed","Mon Oct 27 16:46:31 GMT 2025","Mon Oct 27 16:46:32 GMT 2025","449","src.main.ui.tests","create_account_ui_test","TestCreateAccount","","","test_user_can_create_account[chromium]",""
"passed","Mon Oct 27 16:46:42 GMT 2025","Mon Oct 27 16:46:43 GMT 2025","574","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium-None-Please enter a valid amount]",""
"passed","Mon Oct 27 16:46:35 GMT 2025","Mon Oct 27 16:46:35 GMT 2025","571","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium--100-Please enter a valid amount]",""
"passed","Mon Oct 27 16:46:20 GMT 2025","Mon Oct 27 16:46:20 GMT 2025","87","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[-f99$u4ZoIO-USER-username-Username must be between 3 and 15 characters]",""
