"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 13:04:38 GMT 2025","Mon Oct 27 13:04:38 GMT 2025","82","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money_to_non_existent_account",""
"passed","Mon Oct 27 13:04:55 GMT 2025","Mon Oct 27 13:04:56 GMT 2025","1185","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_transfer_money[chromium]",""
"passed","Mon Oct 27 13:04:40 GMT 2025","Mon Oct 27 13:04:40 GMT 2025","313","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_money_to_another_user[0.9424072408565386]",""
"passed","Mon Oct 27 13:04:39 GMT 2025","Mon Oct 27 13:04:39 GMT 2025","155","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_invalid_amount[-1]",""
"passed","Mon Oct 27 13:04:35 GMT 2025","Mon Oct 27 13:04:35 GMT 2025","79","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV]",""
"passed","Mon Oct 27 13:05:01 GMT 2025","Mon Oct 27 13:05:02 GMT 2025","1170","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_not_transfer_money_with_invalid_form[chromium-args1-The recipient name does not match the registered name-True]",""
"passed","Mon Oct 27 13:04:36 GMT 2025","Mon Oct 27 13:04:36 GMT 2025","78","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[ababababababababababababab-z=7XR2jM0v-USER-username-Username must be between 3 and 15 characters]",""
"passed","Mon Oct 27 13:04:36 GMT 2025","Mon Oct 27 13:04:36 GMT 2025","153","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_valid_user[create_user_request0]",""
"passed","Mon Oct 27 13:04:33 GMT 2025","Mon Oct 27 13:04:33 GMT 2025","200","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name",""
"passed","Mon Oct 27 13:04:51 GMT 2025","Mon Oct 27 13:04:52 GMT 2025","694","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_money_page[chromium-100]",""
"passed","Mon Oct 27 13:04:35 GMT 2025","Mon Oct 27 13:04:35 GMT 2025","80","src.main.api.tests","create_account_test","TestCreateAccount","","","test_create_account",""
"passed","Mon Oct 27 13:04:34 GMT 2025","Mon Oct 27 13:04:34 GMT 2025","78","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Shields]",""
"passed","Mon Oct 27 13:04:35 GMT 2025","Mon Oct 27 13:04:35 GMT 2025","78","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Melissa Walsh Craig]",""
"passed","Mon Oct 27 13:04:53 GMT 2025","Mon Oct 27 13:04:53 GMT 2025","422","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_no_account[chromium]",""
"passed","Mon Oct 27 13:04:36 GMT 2025","Mon Oct 27 13:04:36 GMT 2025","87","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[-8C9z1spK^T-USER-username-Username must be between 3 and 15 characters]",""
"passed","Mon Oct 27 13:05:10 GMT 2025","Mon Oct 27 13:05:11 GMT 2025","985","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_not_transfer_money_with_invalid_form[chromium-args5-Please fill all fields and confirm-False]",""
"passed","Mon Oct 27 13:04:37 GMT 2025","Mon Oct 27 13:04:37 GMT 2025","162","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money[5000.0]",""
"passed","Mon Oct 27 13:04:46 GMT 2025","Mon Oct 27 13:04:47 GMT 2025","703","src.main.ui.tests","change_name_ui_test","TestChangeName","","","test_user_can_change_name[chromium]",""
"passed","Mon Oct 27 13:04:52 GMT 2025","Mon Oct 27 13:04:53 GMT 2025","679","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium--100-Please enter a valid amount]",""
"passed","Mon Oct 27 13:04:34 GMT 2025","Mon Oct 27 13:04:34 GMT 2025","78","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Samuel Schmidt$]",""
"passed","Mon Oct 27 13:04:50 GMT 2025","Mon Oct 27 13:04:51 GMT 2025","478","src.main.ui.tests","create_user_ui_test","TestCreateUser","","","test_admin_can_not_create_user_with_invalid_data[chromium]",""
