"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 17:52:32 GMT 2025","Mon Oct 27 17:52:32 GMT 2025","85","src.main.api.tests","login_user_test","TestLoginUser","","","test_login_user",""
"passed","Mon Oct 27 17:52:30 GMT 2025","Mon Oct 27 17:52:30 GMT 2025","160","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money[5000.0]",""
"passed","Mon Oct 27 17:52:43 GMT 2025","Mon Oct 27 17:52:43 GMT 2025","495","src.main.ui.tests","create_user_ui_test","TestCreateUser","","","test_admin_can_not_create_user_with_invalid_data[chromium]",""
"passed","Mon Oct 27 17:52:39 GMT 2025","Mon Oct 27 17:52:40 GMT 2025","724","src.main.ui.tests","change_name_ui_test","TestChangeName","","","test_user_can_change_name[chromium]",""
"passed","Mon Oct 27 17:52:42 GMT 2025","Mon Oct 27 17:52:42 GMT 2025","623","src.main.ui.tests","create_user_ui_test","TestCreateUser","","","test_admin_can_create_user[chromium]",""
"passed","Mon Oct 27 17:52:26 GMT 2025","Mon Oct 27 17:52:27 GMT 2025","79","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Walker]",""
"passed","Mon Oct 27 17:52:29 GMT 2025","Mon Oct 27 17:52:29 GMT 2025","81","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_invalid_user[ab-!7m3r9uANC-USER-username-Username must be between 3 and 15 characters]",""
"passed","Mon Oct 27 17:52:26 GMT 2025","Mon Oct 27 17:52:26 GMT 2025","81","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[]",""
"passed","Mon Oct 27 17:52:28 GMT 2025","Mon Oct 27 17:52:28 GMT 2025","156","src.main.api.tests","create_user_test","TestCreateUser","","","test_create_valid_user[create_user_request0]",""
"passed","Mon Oct 27 17:52:44 GMT 2025","Mon Oct 27 17:52:45 GMT 2025","602","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium--100-Please enter a valid amount]",""
"passed","Mon Oct 27 17:52:43 GMT 2025","Mon Oct 27 17:52:44 GMT 2025","665","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_money_page[chromium-100]",""
"passed","Mon Oct 27 17:52:28 GMT 2025","Mon Oct 27 17:52:28 GMT 2025","82","src.main.api.tests","create_account_test","TestCreateAccount","","","test_create_account",""
"passed","Mon Oct 27 17:52:48 GMT 2025","Mon Oct 27 17:52:49 GMT 2025","1200","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_transfer_money[chromium]",""
"passed","Mon Oct 27 17:52:31 GMT 2025","Mon Oct 27 17:52:31 GMT 2025","159","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_invalid_amount[0]",""
"skipped","Mon Oct 27 17:52:32 GMT 2025","Mon Oct 27 17:52:32 GMT 2025","0","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_beyond_limit",""
"passed","Mon Oct 27 17:52:52 GMT 2025","Mon Oct 27 17:52:53 GMT 2025","638","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_invalid_amount[chromium-None-Please enter a valid amount]",""
"passed","Mon Oct 27 17:52:45 GMT 2025","Mon Oct 27 17:52:46 GMT 2025","514","src.main.ui.tests","deposit_money_ui_test","TestDepositMoney","","","test_deposit_no_account[chromium]",""
"passed","Mon Oct 27 17:52:36 GMT 2025","Mon Oct 27 17:52:37 GMT 2025","159","src.main.api.tests","test_transfer_money","TestTransferMoney","","","test_transfer_without_access_to_account",""
"passed","Mon Oct 27 17:52:28 GMT 2025","Mon Oct 27 17:52:28 GMT 2025","79","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa]",""
"passed","Mon Oct 27 17:52:31 GMT 2025","Mon Oct 27 17:52:31 GMT 2025","81","src.main.api.tests","deposit_money_test","TestDepositMoney","","","test_deposit_money_to_non_existent_account",""
"passed","Mon Oct 27 17:52:27 GMT 2025","Mon Oct 27 17:52:27 GMT 2025","79","src.main.api.tests","change_name_test","TestChangeName","","","test_change_name_to_invalid[Davis Jennifer^]",""
"passed","Mon Oct 27 17:53:01 GMT 2025","Mon Oct 27 17:53:02 GMT 2025","1173","src.main.ui.tests","transfer_money_ui_test","TestTransferMoney","","","test_user_can_not_transfer_money_with_invalid_form[chromium-args4-Error: Invalid transfer: insufficient funds or invalid accounts-True]",""
